short_trigger,contentFact,Mean_proj,YMin_proj,YMax_proj,Mean_ai,YMin_ai,YMax_ai
acknowledge,Charley speaks Spanish-factH,0.975,0.95,0.995,0.825,0.49333333333333335,0.9966666666666667
acknowledge,Charley speaks Spanish-factL,0.59,0.30833333333333335,0.855,0.53,0.18000000000000005,0.845
acknowledge,Danny ate the last cupcake-factH,0.715,0.41000000000000003,0.9266666666666666,0.7266666666666667,0.45333333333333337,0.9266666666666666
acknowledge,Danny ate the last cupcake-factL,0.2866666666666667,0.09000000000000002,0.5783333333333334,0.725,0.4033333333333333,0.97
acknowledge,Emily bought a car yesterday-factH,0.32833333333333337,0.05833333333333335,0.6066666666666667,0.56,0.21166666666666667,0.865
acknowledge,Emily bought a car yesterday-factL,0.5725,0.3186875,0.78125,0.70875,0.40490624999999997,0.94
acknowledge,Emma studied on Saturday morning-factH,0.552,0.25,0.85,0.7999999999999999,0.60595,0.994
acknowledge,Emma studied on Saturday morning-factL,0.69875,0.485,0.8638125,0.6975,0.41234375000000006,0.9276249999999998
acknowledge,Frank got a cat-factH,0.76,0.5487500000000001,0.93003125,0.91125,0.84746875,0.9662499999999999
acknowledge,Frank got a cat-factL,0.29800000000000004,0.10600000000000001,0.5,0.5579999999999999,0.27599999999999997,0.845099999999999
acknowledge,Grace visited her sister-factH,0.7322222222222222,0.59,0.8511944444444445,0.5744444444444444,0.3288888888888889,0.8169444444444441
acknowledge,Grace visited her sister-factL,0.75125,0.5761875,0.91875,0.8075,0.5637187499999999,0.96625
acknowledge,Isabella ate a steak on Sunday-factH,0.5533333333333333,0.36164583333333333,0.7341874999999999,0.565,0.4016458333333333,0.7275208333333333
acknowledge,Isabella ate a steak on Sunday-factL,0.552,0.288,0.826,0.69,0.432,0.946
acknowledge,Jackson ran 10 miles-factH,0.8783333333333333,0.775,0.98,0.6883333333333334,0.36833333333333335,0.9474999999999992
acknowledge,Jackson ran 10 miles-factL,0.35,0,1,0.6833333333333333,0.13,1
acknowledge,Jayden rented a car-factH,0.5888888888888889,0.3310833333333333,0.8389722222222221,0.7999999999999999,0.5844166666666667,0.9456111111111111
acknowledge,Jayden rented a car-factL,0.355,0.06746875000000002,0.65503125,0.6,0.32621875000000006,0.835
acknowledge,Jon walks to work-factH,0.8033333333333333,0.49,0.97,0.66,0.040000000000000036,0.99
acknowledge,Jon walks to work-factL,0.5569999999999999,0.364975,0.733,0.638,0.400875,0.84105
acknowledge,Josh learned to ride a bike yesterday-factH,0.7985714285714286,0.6442857142857142,0.9342857142857143,0.7271428571428571,0.5283571428571429,0.9128928571428571
acknowledge,Josh learned to ride a bike yesterday-factL,0.77,0.5221666666666667,0.9666666666666667,0.7144444444444444,0.4541944444444444,0.9356111111111112
acknowledge,Josie went on vacation to France-factH,0.815,0.69,0.94,1,1,1
acknowledge,Josie went on vacation to France-factL,0.2533333333333333,0,0.76,0.8466666666666667,0.6,1
acknowledge,Julian dances salsa-factH,0.6025,0.3075,0.825,0.6275,0.2625,0.87
acknowledge,Julian dances salsa-factL,0.39,0.36,0.42,0.385,0.12,0.65
acknowledge,Mary is pregnant-factH,0.872,0.77,0.96605,0.716,0.43599999999999994,0.9228499999999993
acknowledge,Mary is pregnant-factL,0.75,0.75,0.75,0.74,0.74,0.74
acknowledge,Mia drank 2 cocktails last night-factH,0.674,0.477975,0.8370249999999999,0.545,0.317925,0.7530749999999999
acknowledge,Mia drank 2 cocktails last night-factL,0.6125,0.4299791666666667,0.7733541666666666,0.67,0.4716041666666667,0.845
acknowledge,Olivia sleeps until noon-factH,0.59875,0.30625,0.865,0.6675,0.4124375,0.9114062499999999
acknowledge,Olivia sleeps until noon-factL,0.386,0.028000000000000025,0.744,0.608,0.23399999999999999,0.982
acknowledge,Owen shoveled snow last winter-factH,0.5233333333333333,0.020000000000000018,0.99,0.5566666666666666,0.15000000000000002,1
acknowledge,Owen shoveled snow last winter-factL,0.7,0.445,0.8960624999999991,0.7875,0.5175000000000001,0.9650000000000001
acknowledge,Sophia got a tattoo-factH,0.7225,0.245,0.99,0.4075,0,0.8575
acknowledge,Sophia got a tattoo-factL,0.41000000000000003,0.135,0.6,0.6174999999999999,0.28500000000000003,0.8925
acknowledge,Tony had a drink last night-factH,0.4342857142857143,0.19853571428571426,0.6542857142857142,0.6942857142857143,0.49421428571428566,0.9043214285714285
acknowledge,Tony had a drink last night-factL,0.22428571428571428,0.05996428571428572,0.4442857142857143,0.41285714285714287,0.17142857142857143,0.6687142857142856
acknowledge,Zoe calculated the tip-factH,0.38,0.07,0.69,0.89,0.86,0.92
acknowledge,Zoe calculated the tip-factL,0.204,0.06995000000000001,0.38999999999999996,0.764,0.48364999999999997,0.97
admit,Charley speaks Spanish-factH,0.4825,0.16499999999999998,0.8,0.965,0.9400000000000001,0.99
admit,Charley speaks Spanish-factL,0.446,0.22887500000000002,0.6960999999999998,0.791,0.589925,0.951
admit,Danny ate the last cupcake-factH,0.56375,0.26996875000000004,0.8189374999999998,0.77125,0.52125,0.99128125
admit,Danny ate the last cupcake-factL,0.30142857142857143,0.06267857142857144,0.5985714285714285,0.6271428571428571,0.26564285714285707,0.9042857142857142
admit,Emily bought a car yesterday-factH,0.53,0.3311875,0.73503125,0.57375,0.32243750000000004,0.79128125
admit,Emily bought a car yesterday-factL,0.31833333333333336,0.11333333333333334,0.605,0.47500000000000003,0.22325,0.7451249999999999
admit,Emma studied on Saturday morning-factH,0.18,0.031666666666666676,0.33999999999999997,0.35333333333333333,0.10325000000000001,0.6484583333333331
admit,Emma studied on Saturday morning-factL,0.4325,0.125,0.8075,0.65,0.23250000000000004,0.9325
admit,Frank got a cat-factH,0.3211111111111111,0.12666666666666668,0.5489166666666666,0.6688888888888889,0.4333333333333333,0.8666944444444444
admit,Frank got a cat-factL,0.515,0.15000000000000002,0.88,0.72,0.6175,0.8125
admit,Grace visited her sister-factL,0.7033333333333334,0.5133333333333333,0.8933333333333333,0.5933333333333333,0.36,1
admit,Isabella ate a steak on Sunday-factH,0.5616666666666666,0.25,0.8267916666666666,0.4766666666666667,0.2366666666666667,0.7466666666666666
admit,Isabella ate a steak on Sunday-factL,0.29400000000000004,0.038000000000000034,0.552,0.688,0.42800000000000005,0.9279999999999999
admit,Jackson ran 10 miles-factH,0.6283333333333333,0.33,0.8683333333333333,0.7283333333333334,0.5683333333333334,0.885
admit,Jackson ran 10 miles-factL,0.006666666666666666,0,0.02,0.42333333333333334,0,0.98
admit,Jayden rented a car-factH,0.6375,0.325,0.9504999999999995,0.5525,0.185,0.9199999999999999
admit,Jayden rented a car-factL,0.6214285714285714,0.34564285714285714,0.8928928571428572,0.6614285714285715,0.28571428571428575,0.9357142857142857
admit,Jon walks to work-factH,0.730909090909091,0.5299772727272728,0.8854772727272727,0.7763636363636364,0.5844318181818182,0.9299999999999999
admit,Jon walks to work-factL,0.3985714285714286,0.13857142857142857,0.7128928571428571,0.63,0.34850000000000003,0.8714285714285714
admit,Josh learned to ride a bike yesterday-factH,0.37,0.11499999999999999,0.6417083333333333,0.5700000000000001,0.32983333333333337,0.7966666666666666
admit,Josh learned to ride a bike yesterday-factL,0.3075,0.025000000000000022,0.605,0.3525,0.07750000000000001,0.79
admit,Josie went on vacation to France-factH,0.41333333333333333,0.1565833333333333,0.705,0.6466666666666666,0.326625,0.9266666666666666
admit,Josie went on vacation to France-factL,0.31666666666666665,0.11333333333333334,0.61,0.48333333333333334,0.22666666666666663,0.7317083333333333
admit,Julian dances salsa-factH,0.5271428571428571,0.2513571428571429,0.7842857142857143,0.5971428571428571,0.3213928571428572,0.8385714285714285
admit,Julian dances salsa-factL,0.24500000000000002,0.010000000000000009,0.535,0.41833333333333333,0.1333333333333333,0.7466666666666667
admit,Mary is pregnant-factH,0.5966666666666667,0.3443888888888889,0.8389166666666666,0.5855555555555555,0.4011111111111111,0.77225
admit,Mary is pregnant-factL,0.434,0.07800000000000001,0.782,0.788,0.394,0.992
admit,Mia drank 2 cocktails last night-factH,0.81,0.722,0.888,0.84,0.602,0.986
admit,Mia drank 2 cocktails last night-factL,0.37875000000000003,0.1375,0.6675,0.66875,0.43487500000000007,0.8764062499999998
admit,Olivia sleeps until noon-factH,0.39,0.209125,0.5841666666666666,0.5033333333333333,0.3266458333333333,0.6733541666666666
admit,Olivia sleeps until noon-factL,0.596,0.428,0.8,0.6799999999999999,0.494,0.8542499999999997
admit,Owen shoveled snow last winter-factH,0.764,0.648,0.892,0.708,0.522,0.866
admit,Owen shoveled snow last winter-factL,0.4033333333333333,0.15333333333333335,0.6416666666666666,0.635,0.42,0.8133333333333334
admit,Sophia got a tattoo-factH,0.5336363636363637,0.3790454545454546,0.7018409090909091,0.6281818181818182,0.4063409090909091,0.8463863636363635
admit,Sophia got a tattoo-factL,0.37,0.06333333333333335,0.6919166666666664,0.4533333333333333,0.13,0.7816666666666666
admit,Tony had a drink last night-factH,0.51,0.272,0.7680999999999999,0.654,0.342,0.912
admit,Tony had a drink last night-factL,0.195,0,0.39,0.11499999999999999,0.06999999999999995,0.16000000000000003
admit,Zoe calculated the tip-factH,0.6133333333333333,0.33999999999999997,0.84,0.8433333333333333,0.5883333333333333,0.9883333333333333
admit,Zoe calculated the tip-factL,0.7566666666666667,0.27,1,0.83,0.49,1
announce,Charley speaks Spanish-factH,0.7283333333333333,0.5033333333333333,0.9299999999999999,0.8666666666666667,0.6549583333333334,0.9866666666666667
announce,Charley speaks Spanish-factL,0.37142857142857144,0.17857142857142858,0.55,0.5028571428571429,0.25135714285714283,0.7571428571428571
announce,Danny ate the last cupcake-factH,0.6371428571428571,0.40125,0.85,0.4442857142857143,0.18564285714285716,0.7144642857142856
announce,Danny ate the last cupcake-factL,0.3,0.015000000000000013,0.6375,0.7625,0.325,0.9924999999999999
announce,Emily bought a car yesterday-factH,0.762,0.38,0.976,0.742,0.348,0.98405
announce,Emily bought a car yesterday-factL,0.314,0.055999999999999994,0.694,0.44999999999999996,0.15800000000000003,0.774
announce,Emma studied on Saturday morning-factH,0.42200000000000004,0.07200000000000001,0.762,0.654,0.278,0.984
announce,Emma studied on Saturday morning-factL,0.40166666666666667,0.195,0.6433333333333333,0.2116666666666667,0.11333333333333336,0.3
announce,Frank got a cat-factH,0.475,0.065,0.885,0.635,0.24749999999999994,0.8975
announce,Frank got a cat-factL,0.37,0.15833333333333333,0.6466666666666667,0.43666666666666665,0.1716666666666667,0.675125
announce,Grace visited her sister-factH,0.47833333333333333,0.2866666666666667,0.6700208333333334,0.695,0.4791458333333333,0.8717499999999999
announce,Grace visited her sister-factL,0.61,0.4124375,0.8176249999999998,0.51625,0.2675,0.77628125
announce,Isabella ate a steak on Sunday-factH,0.4275,0.08999999999999997,0.766062499999999,0.6225,0.26,0.9025
announce,Isabella ate a steak on Sunday-factL,0.2525,0.07250000000000001,0.48503124999999997,0.8,0.5874375000000001,0.965
announce,Jackson ran 10 miles-factH,0.22666666666666666,0.061666666666666675,0.4,0.475,0.27825000000000005,0.7050416666666666
announce,Jackson ran 10 miles-factL,0.5566666666666666,0.040000000000000036,0.96,0.76,0.29000000000000004,1
announce,Jayden rented a car-factH,0.37222222222222223,0.21666666666666667,0.5244722222222221,0.53,0.29436111111111113,0.7678055555555555
announce,Jayden rented a car-factL,0.44133333333333336,0.2553166666666667,0.6180166666666667,0.41133333333333333,0.22596666666666665,0.5894499999999999
announce,Jon walks to work-factH,0.43833333333333335,0.20995833333333336,0.6783333333333333,0.815,0.5765416666666666,0.9600416666666666
announce,Jon walks to work-factL,0.5775,0.23250000000000004,0.895,0.585,0.2,0.97
announce,Josh learned to ride a bike yesterday-factH,0.3214285714285714,0.10424999999999998,0.5828928571428571,0.6914285714285714,0.41428571428571426,0.9206428571428567
announce,Josh learned to ride a bike yesterday-factL,0.524,0.194,0.854,0.704,0.33999999999999997,0.9440999999999999
announce,Josie went on vacation to France-factH,0.86,0.665,0.98,0.545,0.09500000000000003,0.995
announce,Josie went on vacation to France-factL,0.20714285714285716,0.022857142857142854,0.48142857142857143,0.3942857142857143,0.13564285714285712,0.6600357142857143
announce,Julian dances salsa-factH,0.324,0.182,0.508,0.578,0.246,0.878
announce,Julian dances salsa-factL,0.68,0.322,0.962,0.9179999999999999,0.8099999999999999,0.984
announce,Mary is pregnant-factH,0.618,0.32,0.916,0.708,0.33999999999999997,0.9560999999999998
announce,Mary is pregnant-factL,0.505,0.010000000000000009,1,0.99,0.98,1
announce,Mia drank 2 cocktails last night-factH,0.36166666666666664,0.175,0.585,0.6483333333333333,0.37483333333333335,0.8417083333333332
announce,Mia drank 2 cocktails last night-factL,0.43875,0.16621875000000003,0.7050312499999999,0.43374999999999997,0.24615625,0.62625
announce,Olivia sleeps until noon-factH,0.516,0.286,0.77,0.834,0.7079,0.9540000000000001
announce,Olivia sleeps until noon-factL,0.4533333333333333,0.1933333333333333,0.6900833333333333,0.5033333333333333,0.2316666666666667,0.775
announce,Owen shoveled snow last winter-factH,0.41800000000000004,0.16800000000000004,0.68,0.782,0.6880000000000001,0.896
announce,Owen shoveled snow last winter-factL,0.2285714285714286,0.08285714285714285,0.4,0.5785714285714286,0.29703571428571424,0.8443928571428571
announce,Sophia got a tattoo-factH,0.77,0.575,0.9650000000000001,0.5725,0.33499999999999996,0.8125
announce,Sophia got a tattoo-factL,0.6142857142857143,0.25989285714285715,0.8785714285714286,0.5828571428571429,0.2770714285714285,0.8443928571428571
announce,Tony had a drink last night-factH,0.518,0.20800000000000002,0.826,0.608,0.258,0.952
announce,Tony had a drink last night-factL,0.33666666666666667,0.06333333333333335,0.6483333333333333,0.78,0.5566666666666666,0.95
announce,Zoe calculated the tip-factH,0.8375,0.5875,0.985,0.84,0.64,0.985
announce,Zoe calculated the tip-factL,0.38375,0.13625,0.65128125,0.73625,0.4812187499999999,0.9452812499999997
be annoyed,Charley speaks Spanish-factH,0.7737499999999999,0.5299687500000001,0.9812812499999999,0.93625,0.86125,0.9875
be annoyed,Charley speaks Spanish-factL,0.9299999999999999,0.8299722222222222,0.99225,0.9022222222222223,0.7699722222222223,0.9844722222222222
be annoyed,Danny ate the last cupcake-factH,0.975,0.925,1,0.985,0.955,1
be annoyed,Danny ate the last cupcake-factL,0.978,0.962,0.994,0.72,0.352,0.962
be annoyed,Emily bought a car yesterday-factH,0.8755555555555555,0.6966111111111112,0.98,0.8333333333333334,0.6122222222222222,0.9755555555555555
be annoyed,Emily bought a car yesterday-factL,0.624,0.23199999999999998,0.9860499999999999,0.664,0.26799999999999996,0.988
be annoyed,Emma studied on Saturday morning-factH,0.9328571428571428,0.8642857142857143,0.9828571428571429,0.8357142857142857,0.56,0.9885714285714285
be annoyed,Emma studied on Saturday morning-factL,0.7075,0.435,0.98,0.8975,0.7775,0.99
be annoyed,Frank got a cat-factH,0.91125,0.81746875,0.98125,0.96,0.91,1
be annoyed,Frank got a cat-factL,0.96,0.922,0.99,0.982,0.972,0.992
be annoyed,Grace visited her sister-factH,0.9022222222222223,0.8555555555555555,0.9455555555555556,0.8022222222222222,0.6020833333333333,0.9555555555555556
be annoyed,Grace visited her sister-factL,0.8528571428571429,0.5671428571428572,0.9985714285714286,0.9842857142857143,0.9614285714285714,0.9985714285714286
be annoyed,Isabella ate a steak on Sunday-factH,0.78,0.388,0.986,0.974,0.9420000000000001,0.998
be annoyed,Isabella ate a steak on Sunday-factL,0.8916666666666667,0.8200000000000001,0.9751249999999999,0.92,0.841625,0.9816666666666667
be annoyed,Jackson ran 10 miles-factH,0.97,0.91,1,0.97,0.91,1
be annoyed,Jackson ran 10 miles-factL,0.6666666666666666,0.030000000000000027,0.99,0.6666666666666666,0.020000000000000018,1
be annoyed,Jayden rented a car-factH,0.8160000000000001,0.48400000000000004,1,0.956,0.91,0.994
be annoyed,Jayden rented a car-factL,0.8816666666666667,0.7532916666666667,0.98,0.9766666666666667,0.9550000000000001,0.9933333333333333
be annoyed,Jon walks to work-factH,0.98,0.95,1,0.92,0.85,0.99
be annoyed,Jon walks to work-factL,0.9388888888888889,0.8910833333333333,0.9788888888888889,0.9088888888888889,0.7844166666666667,0.9866666666666667
be annoyed,Josh learned to ride a bike yesterday-factH,0.84,0.84,0.84,0.95,0.95,0.95
be annoyed,Josh learned to ride a bike yesterday-factL,0.8214285714285714,0.5542857142857143,0.9914285714285714,0.9214285714285714,0.8171428571428572,0.9942857142857143
be annoyed,Josie went on vacation to France-factH,0.88875,0.7624375,0.99125,0.8825,0.695,0.99625
be annoyed,Josie went on vacation to France-factL,0.7166666666666667,0.45495833333333335,0.9583749999999999,0.8816666666666666,0.6682916666666666,0.995
be annoyed,Julian dances salsa-factH,0.96875,0.915,1,0.91125,0.74,1
be annoyed,Julian dances salsa-factL,0.8180000000000001,0.486,1,0.794,0.458,1
be annoyed,Mary is pregnant-factH,0.97,0.94,1,0.985,0.97,1
be annoyed,Mary is pregnant-factL,0.9677777777777777,0.9277777777777778,1,0.9188888888888889,0.8444444444444444,0.9922222222222222
be annoyed,Mia drank 2 cocktails last night-factH,0.984,0.972,0.996,0.954,0.882,0.994
be annoyed,Mia drank 2 cocktails last night-factL,0.836,0.608,0.992,0.982,0.96,0.998
be annoyed,Olivia sleeps until noon-factH,0.855,0.75246875,0.96,0.85375,0.76871875,0.92875
be annoyed,Olivia sleeps until noon-factL,0.797,0.59095,0.9530249999999999,0.793,0.58,0.939025
be annoyed,Owen shoveled snow last winter-factH,0.938,0.842,0.996,0.952,0.91,0.988
be annoyed,Owen shoveled snow last winter-factL,0.585,0.3831458333333333,0.7683749999999999,0.8116666666666666,0.6816249999999999,0.92
be annoyed,Sophia got a tattoo-factH,0.8771428571428571,0.6814285714285714,0.9871428571428571,0.8528571428571429,0.6014285714285714,0.9885714285714285
be annoyed,Sophia got a tattoo-factL,0.938,0.85395,0.992,0.93,0.852,0.994
be annoyed,Tony had a drink last night-factH,0.66,0.66,0.66,1,1,1
be annoyed,Tony had a drink last night-factL,0.9775,0.9475,1,0.9875,0.97,1
be annoyed,Zoe calculated the tip-factH,0.8466666666666667,0.6516666666666666,0.9733333333333334,0.9883333333333333,0.98,0.9966666666666667
be annoyed,Zoe calculated the tip-factL,0.8842857142857142,0.7756785714285714,0.9885714285714285,0.86,0.7042857142857143,0.98
be right,Charley speaks Spanish-factH,0.4116666666666667,0.18,0.68,0.23,0.031666666666666676,0.5567499999999999
be right,Charley speaks Spanish-factL,0.115,0.012499999999999997,0.2425,0.135,0.008750000000000008,0.34128125
be right,Danny ate the last cupcake-factH,0.14166666666666666,0.024999999999999994,0.28,0.12333333333333334,0.03500000000000002,0.245
be right,Danny ate the last cupcake-factL,0.13333333333333333,0.05,0.29,0.1,0.04000000000000003,0.14
be right,Emily bought a car yesterday-factH,0.33,0.086,0.574,0.252,0.015999999999999986,0.628
be right,Emily bought a car yesterday-factL,0.054,0.012000000000000004,0.108,0.078,0.008000000000000007,0.164
be right,Emma studied on Saturday morning-factH,0.21,0.07371875,0.35750000000000004,0.095,0.03875,0.15750000000000003
be right,Emma studied on Saturday morning-factL,0.26666666666666666,0.04999999999999999,0.5599999999999999,0.11166666666666668,0.028333333333333335,0.20004166666666665
be right,Frank got a cat-factH,0.06,0.004937500000000004,0.11499999999999999,0.08000000000000002,0.015000000000000013,0.14500000000000002
be right,Frank got a cat-factL,0.078,0.034,0.124,0.31,0.07400000000000001,0.64405
be right,Grace visited her sister-factH,0.056666666666666664,0.008333333333333331,0.12333333333333332,0.155,0.04158333333333335,0.265
be right,Grace visited her sister-factL,0.27,0.08000000000000002,0.466,0.136,0.03395000000000001,0.23800000000000002
be right,Isabella ate a steak on Sunday-factH,0.24714285714285716,0.03,0.5361071428571424,0.15285714285714289,0.005714285714285727,0.43714285714285717
be right,Isabella ate a steak on Sunday-factL,0.05666666666666667,0.015,0.10666666666666667,0.22500000000000003,0.010000000000000009,0.52
be right,Jackson ran 10 miles-factH,0.22076923076923077,0.06692307692307692,0.3923076923076923,0.1976923076923077,0.059211538461538454,0.3669230769230769
be right,Jackson ran 10 miles-factL,0.10400000000000001,0.023999999999999994,0.202,0.08,0.006000000000000005,0.17
be right,Jayden rented a car-factH,0.31555555555555553,0.14552777777777776,0.5246388888888888,0.19222222222222224,0.043277777777777804,0.36669444444444443
be right,Jayden rented a car-factL,0.08428571428571428,0.038535714285714284,0.13428571428571429,0.17714285714285713,0.02285714285714288,0.3829999999999999
be right,Jon walks to work-factH,0.12,0.12,0.12,0.03000000000000002,0.03000000000000002,0.03000000000000002
be right,Jon walks to work-factL,0.03857142857142857,0.012857142857142859,0.06857142857142857,0.02428571428571429,0.004250000000000004,0.04571428571428572
be right,Josh learned to ride a bike yesterday-factH,0.12833333333333335,0.03833333333333333,0.27666666666666667,0.043333333333333335,0.0016666666666666635,0.11833333333333335
be right,Josh learned to ride a bike yesterday-factL,0.166,0.04400000000000001,0.288,0.056,0.006000000000000005,0.14400000000000002
be right,Josie went on vacation to France-factH,0.10285714285714286,0.020000000000000004,0.21446428571428558,0.028571428571428577,0.008535714285714289,0.055714285714285716
be right,Josie went on vacation to France-factL,0.26999999999999996,0.010000000000000009,0.5359999999999999,0.23800000000000002,0.020000000000000018,0.616
be right,Julian dances salsa-factH,0.29375,0.11493750000000003,0.50625,0.02875000000000002,0.015000000000000006,0.04250000000000003
be right,Julian dances salsa-factL,0.04125,0.013749999999999998,0.08,0.27875,0.03375,0.6164062499999998
be right,Mary is pregnant-factH,0.21333333333333332,0.015000000000000013,0.5316666666666666,0.42333333333333334,0.10325000000000001,0.81
be right,Mary is pregnant-factL,0.165,0.027950000000000003,0.326,0.164,0.058975000000000014,0.28709999999999986
be right,Mia drank 2 cocktails last night-factH,0.0325,0.02,0.049999999999999996,0.055000000000000014,0.0049999999999999975,0.14250000000000004
be right,Mia drank 2 cocktails last night-factL,0.11,0.006666666666666668,0.2633333333333333,0.20166666666666666,0.010000000000000009,0.5166666666666666
be right,Olivia sleeps until noon-factH,0.12000000000000001,0.020000000000000004,0.27,0.6533333333333333,0.020000000000000018,0.98
be right,Olivia sleeps until noon-factL,0.013333333333333332,0,0.03,0.013333333333333338,0.01,0.02000000000000001
be right,Owen shoveled snow last winter-factH,0.3414285714285714,0.10428571428571429,0.6173214285714286,0.19714285714285715,0.018535714285714294,0.48157142857142843
be right,Owen shoveled snow last winter-factL,0.07857142857142858,0.01571428571428571,0.15857142857142859,0.31,0.024249999999999994,0.7142857142857143
be right,Sophia got a tattoo-factH,0.24,0.24,0.24,0.25,0.25,0.25
be right,Sophia got a tattoo-factL,0.1757142857142857,0.08857142857142858,0.27142857142857146,0.09142857142857143,0.02567857142857144,0.16285714285714287
be right,Tony had a drink last night-factH,0.0375,0.010000000000000002,0.0925,0.025000000000000015,0.01,0.04756249999999999
be right,Tony had a drink last night-factL,0.38125,0.13121875,0.71003125,0.32375,0.09,0.5813125
be right,Zoe calculated the tip-factH,0.12666666666666665,0.009999999999999995,0.2833333333333333,0.13,0.043333333333333335,0.22833333333333336
be right,Zoe calculated the tip-factL,0.20625,0.058687500000000004,0.4001249999999999,0.34500000000000003,0.12740625,0.612625
confess,Charley speaks Spanish-factH,0.32,0,0.71,0.58,0.28,0.98
