trigger_class,Answer.time_in_minutes,slide_number_in_experiment,rt,prior_fact,content,question_type,short_trigger,block,response,workerid,prior,trigger
C,9.089333333333334,75,2344,Tony has been sober for 20 years,tony,projective,prove,block2,0.95,5,low_prior,prove
C,9.089333333333334,76,3008,Charley lives in Korea,charley,projective,see,block2,0.92,5,low_prior,see
C,9.089333333333334,77,1504,Owen lives in Chicago,owen,projective,demonstrate,block2,0.97,5,high_prior,demonstrate
MC,9.089333333333334,78,2320,Many children like ice cream,kids,projective,MC,block2,0.84,5,,MC
C,9.089333333333334,79,1463,Jayden's car is in the shop,jayden,projective,announce,block2,0.85,5,high_prior,announce
C,9.089333333333334,80,1903,Frank has always wanted a pet,frank,projective,suggest,block2,0.93,5,high_prior,suggest
C,9.089333333333334,81,1439,Julian is German,julian,projective,admit,block2,0.99,5,low_prior,admit
C,9.089333333333334,82,2520,Emily has been saving for a year,emily,projective,be_annoyed,block2,0.85,5,high_prior,be_annoyed
C,9.089333333333334,83,1968,Grace loves her sister,grace,projective,establish,block2,0.89,5,high_prior,establish
C,9.089333333333334,84,3000,Emma is in law school,emma,projective,say,block2,0.94,5,high_prior,say
C,16.2875,5,8793,Julian is German,julian,prior,prove,block0,0.27,6,low_prior,prove
C,16.2875,6,5189,Isabella is a vegetarian,isabella,prior,see,block0,0.05,6,low_prior,see
MC,16.2875,7,7499,Ballet is a type of dance,ballet,prior,MC,block0,0.32,6,,MC
MC,16.2875,8,63789,Hats are worn on the head,hat,prior,MC,block0,0.38,6,,MC
MC,16.2875,9,79718,Muffins are sold at the bakery,muffins,prior,MC,block0,0.51,6,,MC
C,16.2875,10,5345,Danny loves cake,danny,prior,admit,block0,0.5,6,high_prior,admit
C,16.2875,11,3409,Mia is a college student,mia,prior,know,block0,0.51,6,high_prior,know
C,16.2875,12,4142,Jon lives 10 miles away from work,jon,prior,be_annoyed,block0,0.28,6,low_prior,be_annoyed
C,16.2875,13,3921,Tony really likes to party with his friends,tony,prior,reveal,block0,0.63,6,high_prior,reveal
C,16.2875,14,3751,Frank has always wanted a pet,frank,prior,hear,block0,0.68,6,high_prior,hear
C,16.2875,15,6118,Mary is taking a prenatal yoga class,mary,prior,confess,block0,0.77,6,high_prior,confess
C,16.2875,16,5172,Jackson is obese,jackson,prior,be_right,block0,0.16,6,low_prior,be_right
C,16.2875,17,3594,Zoe is a math major,zoe,prior,discover,block0,0.71,6,high_prior,discover
C,16.2875,18,6178,Josie doesn't have a passport,josie,prior,acknowledge,block0,0.13,6,low_prior,acknowledge
MC,16.2875,19,12826,Pizza is sold at the pizzeria,pizza,prior,MC,block0,0.5,6,,MC
C,16.2875,20,3992,Olivia has two small children,olivia,prior,suggest,block0,0.16,6,low_prior,suggest
C,16.2875,21,4224,Emma is in first grade,emma,prior,inform,block0,0.17,6,low_prior,inform
C,16.2875,22,5908,Sophia is a hipster,sophia,prior,think,block0,0.17,6,high_prior,think
C,16.2875,23,6098,Owen lives in Chicago,owen,prior,confirm,block0,0.74,6,high_prior,confirm
C,16.2875,24,6457,Charley lives in Mexico,charley,prior,say,block0,0.81,6,high_prior,say
C,16.2875,25,3592,Jayden doesn't have a driver's license,jayden,prior,pretend,block0,0.1,6,low_prior,pretend
MC,16.2875,26,4868,Many children like ice cream,kids,prior,MC,block0,0.48,6,,MC
C,16.2875,27,20903,Emily never has any money,emily,prior,demonstrate,block0,0.17,6,low_prior,demonstrate
C,16.2875,28,3516,Josh is a 75-year old man,josh,prior,announce,block0,0.11,6,low_prior,announce
MC,16.2875,29,5753,Garages are used to store cars and other things,garage,prior,MC,block0,0.61,6,,MC
C,16.2875,30,5121,Grace loves her sister,grace,prior,establish,block0,0.82,6,high_prior,establish
C,16.2875,32,8107,Jackson is obese,jackson,ai,be_right,block1,1,6,low_prior,be_right
MC,16.2875,33,10173,Hats are worn on the head,hat,ai,MC,block1,1,6,,MC
C,16.2875,34,7072,Isabella is a vegetarian,isabella,ai,see,block1,0,6,low_prior,see
C,16.2875,35,4811,Mia is a college student,mia,ai,know,block1,0,6,high_prior,know
C,16.2875,36,6191,Josh is a 75-year old man,josh,ai,announce,block1,0,6,low_prior,announce
C,16.2875,37,3345,Emily never has any money,emily,ai,demonstrate,block1,0,6,low_prior,demonstrate
MC,16.2875,38,2901,Ballet is a type of dance,ballet,ai,MC,block1,1,6,,MC
C,16.2875,39,3126,Danny loves cake,danny,ai,admit,block1,0,6,high_prior,admit
C,16.2875,40,4926,Jon lives 10 miles away from work,jon,ai,be_annoyed,block1,0,6,low_prior,be_annoyed
C,16.2875,41,6605,Sophia is a hipster,sophia,ai,think,block1,0,6,high_prior,think
C,16.2875,42,4466,Tony really likes to party with his friends,tony,ai,reveal,block1,0,6,high_prior,reveal
C,16.2875,43,2921,Josie doesn't have a passport,josie,ai,acknowledge,block1,0,6,low_prior,acknowledge
C,16.2875,44,1727,Grace loves her sister,grace,ai,establish,block1,0,6,high_prior,establish
C,16.2875,45,1925,Julian is German,julian,ai,prove,block1,0,6,low_prior,prove
C,16.2875,46,4323,Emma is in first grade,emma,ai,inform,block1,0,6,low_prior,inform
MC,16.2875,47,3205,Pizza is sold at the pizzeria,pizza,ai,MC,block1,1,6,,MC
C,16.2875,48,2821,Zoe is a math major,zoe,ai,discover,block1,0,6,high_prior,discover
C,16.2875,49,12847,Charley lives in Mexico,charley,ai,say,block1,0,6,high_prior,say
C,16.2875,50,3626,Frank has always wanted a pet,frank,ai,hear,block1,0,6,high_prior,hear
C,16.2875,51,2228,Owen lives in Chicago,owen,ai,confirm,block1,0,6,high_prior,confirm
MC,16.2875,52,2206,Muffins are sold at the bakery,muffins,ai,MC,block1,1,6,,MC
C,16.2875,53,1804,Olivia has two small children,olivia,ai,suggest,block1,0,6,low_prior,suggest
MC,16.2875,54,2925,Garages are used to store cars and other things,garage,ai,MC,block1,1,6,,MC
C,16.2875,55,3054,Mary is taking a prenatal yoga class,mary,ai,confess,block1,0,6,high_prior,confess
MC,16.2875,56,5288,Many children like ice cream,kids,ai,MC,block1,1,6,,MC
C,16.2875,57,2532,Jayden doesn't have a driver's license,jayden,ai,pretend,block1,0,6,low_prior,pretend
MC,16.2875,59,5429,Pizza is sold at the pizzeria,pizza,projective,MC,block2,0,6,,MC
C,16.2875,60,5486,Charley lives in Mexico,charley,projective,say,block2,0,6,high_prior,say
C,16.2875,61,13868,Mia is a college student,mia,projective,know,block2,0.02,6,high_prior,know
C,16.2875,62,25997,Emma is in first grade,emma,projective,inform,block2,0,6,low_prior,inform
MC,16.2875,63,3369,Ballet is a type of dance,ballet,projective,MC,block2,0,6,,MC
MC,16.2875,64,3994,Garages are used to store cars and other things,garage,projective,MC,block2,0,6,,MC
C,16.2875,65,4282,Frank has always wanted a pet,frank,projective,hear,block2,1,6,high_prior,hear
MC,16.2875,66,18443,Muffins are sold at the bakery,muffins,projective,MC,block2,0,6,,MC
C,16.2875,67,6082,Mary is taking a prenatal yoga class,mary,projective,confess,block2,1,6,high_prior,confess
C,16.2875,68,7992,Sophia is a hipster,sophia,projective,think,block2,1,6,high_prior,think
C,16.2875,69,5315,Julian is German,julian,projective,prove,block2,0.02,6,low_prior,prove
C,16.2875,70,15070,Isabella is a vegetarian,isabella,projective,see,block2,1,6,low_prior,see
C,16.2875,71,3592,Jackson is obese,jackson,projective,be_right,block2,0,6,low_prior,be_right
C,16.2875,72,5729,Danny loves cake,danny,projective,admit,block2,0,6,high_prior,admit
C,16.2875,73,6452,Josie doesn't have a passport,josie,projective,acknowledge,block2,1,6,low_prior,acknowledge
C,16.2875,74,75152,Owen lives in Chicago,owen,projective,confirm,block2,0,6,high_prior,confirm
C,16.2875,75,53356,Olivia has two small children,olivia,projective,suggest,block2,0,6,low_prior,suggest
C,16.2875,76,4482,Zoe is a math major,zoe,projective,discover,block2,1,6,high_prior,discover
MC,16.2875,77,3576,Many children like ice cream,kids,projective,MC,block2,0.03,6,,MC
C,16.2875,78,4630,Emily never has any money,emily,projective,demonstrate,block2,1,6,low_prior,demonstrate
C,16.2875,79,3146,Tony really likes to party with his friends,tony,projective,reveal,block2,1,6,high_prior,reveal
C,16.2875,80,69047,Jayden doesn't have a driver's license,jayden,projective,pretend,block2,0,6,low_prior,pretend
C,16.2875,81,3642,Josh is a 75-year old man,josh,projective,announce,block2,0,6,low_prior,announce
MC,16.2875,82,4803,Hats are worn on the head,hat,projective,MC,block2,0,6,,MC
C,16.2875,83,4264,Jon lives 10 miles away from work,jon,projective,be_annoyed,block2,1,6,low_prior,be_annoyed
C,16.2875,84,18133,Grace loves her sister,grace,projective,establish,block2,1,6,high_prior,establish
C,14.40525,5,6389,Olivia has two small children,olivia,prior,pretend,block0,0.03,7,low_prior,pretend
C,14.40525,6,7477,Emily has been saving for a year,emily,prior,confess,block0,0.37,7,high_prior,confess
C,14.40525,7,5134,Jackson is training for a marathon,jackson,prior,confirm,block0,0.93,7,high_prior,confirm
C,14.40525,8,7007,Jayden's car is in the shop,jayden,prior,see,block0,0.64,7,high_prior,see
MC,14.40525,9,9281,Ballet is a type of dance,ballet,prior,MC,block0,0.54,7,,MC
MC,14.40525,10,5978,Hats are worn on the head,hat,prior,MC,block0,0.53,7,,MC
C,14.40525,11,5046,Jon lives 2 blocks away from work,jon,prior,discover,block0,0.7,7,high_prior,discover
C,14.40525,12,5116,Josie doesn't have a passport,josie,prior,know,block0,0.01,7,low_prior,know
C,14.40525,13,68617,Josh is a 5-year old boy,josh,prior,establish,block0,0.56,7,high_prior,establish
C,14.40525,14,17820,Isabella is from Argentina,isabella,prior,prove,block0,0.5,7,high_prior,prove
C,14.40525,15,7850,Zoe is a math major,zoe,prior,inform,block0,0.77,7,high_prior,inform
C,14.40525,16,3989,Julian is German,julian,prior,be_annoyed,block0,0.36,7,low_prior,be_annoyed
C,14.40525,17,5568,Tony has been sober for 20 years,tony,prior,think,block0,0.07,7,low_prior,think
C,14.40525,18,6917,Mary is taking a prenatal yoga class,mary,prior,acknowledge,block0,0.95,7,high_prior,acknowledge
C,14.40525,19,21328,Emma is in first grade,emma,prior,say,block0,0.28,7,low_prior,say
C,14.40525,20,7801,Charley lives in Mexico,charley,prior,demonstrate,block0,0.94,7,high_prior,demonstrate
MC,14.40525,21,6585,Many children like ice cream,kids,prior,MC,block0,0.52,7,,MC
C,14.40525,22,6263,Grace hates her sister,grace,prior,reveal,block0,0.22,7,low_prior,reveal
MC,14.40525,23,13603,Muffins are sold at the bakery,muffins,prior,MC,block0,0.66,7,,MC
MC,14.40525,24,5184,Pizza is sold at the pizzeria,pizza,prior,MC,block0,0.71,7,,MC
C,14.40525,25,4567,Owen lives in New Orleans,owen,prior,be_right,block0,0.11,7,low_prior,be_right
C,14.40525,26,5077,Mia is a nun,mia,prior,announce,block0,0.05,7,low_prior,announce
C,14.40525,27,4037,Sophia is a hipster,sophia,prior,hear,block0,0.78,7,high_prior,hear
MC,14.40525,28,11838,Garages are used to store cars and other things,garage,prior,MC,block0,0.54,7,,MC
C,14.40525,29,4282,Danny is a diabetic,danny,prior,suggest,block0,0.2,7,low_prior,suggest
C,14.40525,30,4586,Frank is allergic to cats,frank,prior,admit,block0,0.01,7,low_prior,admit
C,14.40525,32,25516,Emma is in first grade,emma,ai,say,block1,0.93,7,low_prior,say
C,14.40525,33,23275,Jayden's car is in the shop,jayden,ai,see,block1,0.12,7,high_prior,see
C,14.40525,34,8946,Sophia is a hipster,sophia,ai,hear,block1,0.04,7,high_prior,hear
C,14.40525,35,10754,Olivia has two small children,olivia,ai,pretend,block1,0.18,7,low_prior,pretend
C,14.40525,36,13363,Josie doesn't have a passport,josie,ai,know,block1,0.49,7,low_prior,know
C,14.40525,37,16545,Emily has been saving for a year,emily,ai,confess,block1,0.81,7,high_prior,confess
C,14.40525,38,10170,Mia is a nun,mia,ai,announce,block1,0.85,7,low_prior,announce
MC,14.40525,39,8967,Hats are worn on the head,hat,ai,MC,block1,0.97,7,,MC
MC,14.40525,40,6107,Many children like ice cream,kids,ai,MC,block1,0.98,7,,MC
C,14.40525,41,9526,Julian is German,julian,ai,be_annoyed,block1,0.13,7,low_prior,be_annoyed
MC,14.40525,42,5774,Pizza is sold at the pizzeria,pizza,ai,MC,block1,0.99,7,,MC
MC,14.40525,43,4860,Garages are used to store cars and other things,garage,ai,MC,block1,0.98,7,,MC
C,14.40525,44,7215,Grace hates her sister,grace,ai,reveal,block1,0.76,7,low_prior,reveal
C,14.40525,45,11427,Zoe is a math major,zoe,ai,inform,block1,0.09,7,high_prior,inform
C,14.40525,46,10184,Jackson is training for a marathon,jackson,ai,confirm,block1,0.8,7,high_prior,confirm
MC,14.40525,47,4743,Muffins are sold at the bakery,muffins,ai,MC,block1,0.99,7,,MC
C,14.40525,48,7714,Mary is taking a prenatal yoga class,mary,ai,acknowledge,block1,0.61,7,high_prior,acknowledge
C,14.40525,49,10967,Jon lives 2 blocks away from work,jon,ai,discover,block1,0.27,7,high_prior,discover
C,14.40525,50,11615,Josh is a 5-year old boy,josh,ai,establish,block1,0.77,7,high_prior,establish
C,14.40525,51,16364,Isabella is from Argentina,isabella,ai,prove,block1,0.56,7,high_prior,prove
C,14.40525,52,6792,Tony has been sober for 20 years,tony,ai,think,block1,0.76,7,low_prior,think
C,14.40525,53,6675,Danny is a diabetic,danny,ai,suggest,block1,0.49,7,low_prior,suggest
C,14.40525,54,8699,Charley lives in Mexico,charley,ai,demonstrate,block1,0.64,7,high_prior,demonstrate
MC,14.40525,55,5154,Ballet is a type of dance,ballet,ai,MC,block1,0.99,7,,MC
C,14.40525,56,7674,Frank is allergic to cats,frank,ai,admit,block1,0.77,7,low_prior,admit
C,14.40525,57,7283,Owen lives in New Orleans,owen,ai,be_right,block1,0.95,7,low_prior,be_right
C,14.40525,59,16754,Josh is a 5-year old boy,josh,projective,establish,block2,0.27,7,high_prior,establish
MC,14.40525,60,7273,Pizza is sold at the pizzeria,pizza,projective,MC,block2,0.03,7,,MC
C,14.40525,61,8194,Tony has been sober for 20 years,tony,projective,think,block2,0.4,7,low_prior,think
C,14.40525,62,10625,Grace hates her sister,grace,projective,reveal,block2,0.57,7,low_prior,reveal
C,14.40525,63,6214,Mia is a nun,mia,projective,announce,block2,0.8,7,low_prior,announce
C,14.40525,64,6252,Emma is in first grade,emma,projective,say,block2,0.28,7,low_prior,say
MC,14.40525,65,6048,Garages are used to store cars and other things,garage,projective,MC,block2,0.07,7,,MC
C,14.40525,66,7733,Frank is allergic to cats,frank,projective,admit,block2,0.56,7,low_prior,admit
C,14.40525,67,13203,Isabella is from Argentina,isabella,projective,prove,block2,0.42,7,high_prior,prove
C,14.40525,68,18438,Josie doesn't have a passport,josie,projective,know,block2,0.73,7,low_prior,know
C,14.40525,69,6891,Olivia has two small children,olivia,projective,pretend,block2,0.13,7,low_prior,pretend
MC,14.40525,70,3979,Muffins are sold at the bakery,muffins,projective,MC,block2,0.04,7,,MC
C,14.40525,71,5224,Danny is a diabetic,danny,projective,suggest,block2,0.1,7,low_prior,suggest
C,14.40525,72,5696,Jackson is training for a marathon,jackson,projective,confirm,block2,0.56,7,high_prior,confirm
C,14.40525,73,9876,Owen lives in New Orleans,owen,projective,be_right,block2,0.36,7,low_prior,be_right
MC,14.40525,74,27180,Many children like ice cream,kids,projective,MC,block2,0.32,7,,MC
C,14.40525,75,6148,Jon lives 2 blocks away from work,jon,projective,discover,block2,0.75,7,high_prior,discover
MC,14.40525,76,5901,Hats are worn on the head,hat,projective,MC,block2,0.37,7,,MC
C,14.40525,77,5235,Emily has been saving for a year,emily,projective,confess,block2,0.8,7,high_prior,confess
C,14.40525,78,7931,Mary is taking a prenatal yoga class,mary,projective,acknowledge,block2,0.78,7,high_prior,acknowledge
MC,14.40525,79,3901,Ballet is a type of dance,ballet,projective,MC,block2,0.04,7,,MC
C,14.40525,80,11092,Julian is German,julian,projective,be_annoyed,block2,0.97,7,low_prior,be_annoyed
C,14.40525,81,8242,Charley lives in Mexico,charley,projective,demonstrate,block2,0.7,7,high_prior,demonstrate
C,14.40525,82,4089,Jayden's car is in the shop,jayden,projective,see,block2,0.96,7,high_prior,see
C,14.40525,83,5558,Sophia is a hipster,sophia,projective,hear,block2,0.89,7,high_prior,hear
C,14.40525,84,5017,Zoe is a math major,zoe,projective,inform,block2,0.97,7,high_prior,inform
C,15.522283333333334,5,23271,Emily has been saving for a year,emily,prior,establish,block0,0.41,8,high_prior,establish
C,15.522283333333334,6,5888,Jayden's car is in the shop,jayden,prior,confess,block0,0.6,8,high_prior,confess
C,15.522283333333334,7,8479,Josie doesn't have a passport,josie,prior,hear,block0,0,8,low_prior,hear
C,15.522283333333334,8,4760,Charley lives in Mexico,charley,prior,admit,block0,0.65,8,high_prior,admit
C,15.522283333333334,9,6616,Owen lives in Chicago,owen,prior,acknowledge,block0,0.82,8,high_prior,acknowledge
C,15.522283333333334,10,5920,Emma is in law school,emma,prior,prove,block0,0.52,8,high_prior,prove
C,15.522283333333334,11,6959,Jon lives 10 miles away from work,jon,prior,demonstrate,block0,0.13,8,low_prior,demonstrate
MC,15.522283333333334,12,6529,Muffins are sold at the bakery,muffins,prior,MC,block0,0.49,8,,MC
C,15.522283333333334,13,6128,Mia is a college student,mia,prior,be_right,block0,0.5,8,high_prior,be_right
MC,15.522283333333334,14,14176,Many children like ice cream,kids,prior,MC,block0,0.44,8,,MC
C,15.522283333333334,15,8016,Sophia is a high end fashion model,sophia,prior,confirm,block0,0.34,8,low_prior,confirm
MC,15.522283333333334,16,8368,Hats are worn on the head,hat,prior,MC,block0,0.52,8,,MC
C,15.522283333333334,17,10968,Danny is a diabetic,danny,prior,reveal,block0,0.04,8,low_prior,reveal
C,15.522283333333334,18,7608,Zoe is 5 years old,zoe,prior,announce,block0,0.28,8,low_prior,announce
C,15.522283333333334,19,4696,Frank is allergic to cats,frank,prior,be_annoyed,block0,0.09,8,low_prior,be_annoyed
C,15.522283333333334,20,5024,Olivia has two small children,olivia,prior,see,block0,0.09,8,low_prior,see
MC,15.522283333333334,21,4872,Pizza is sold at the pizzeria,pizza,prior,MC,block0,0.5,8,,MC
MC,15.522283333333334,22,25184,Ballet is a type of dance,ballet,prior,MC,block0,0.47,8,,MC
C,15.522283333333334,23,8448,Tony really likes to party with his friends,tony,prior,discover,block0,0.7,8,high_prior,discover
C,15.522283333333334,24,6352,Julian is Cuban,julian,prior,inform,block0,0.61,8,high_prior,inform
MC,15.522283333333334,25,12632,Garages are used to store cars and other things,garage,prior,MC,block0,0.4,8,,MC
C,15.522283333333334,26,6608,Grace loves her sister,grace,prior,know,block0,0.85,8,high_prior,know
C,15.522283333333334,27,6384,Isabella is a vegetarian,isabella,prior,think,block0,0,8,low_prior,think
C,15.522283333333334,28,7144,Josh is a 75-year old man,josh,prior,suggest,block0,0.3,8,low_prior,suggest
C,15.522283333333334,29,7607,Jackson is training for a marathon,jackson,prior,say,block0,0.82,8,high_prior,say
C,15.522283333333334,30,6632,Mary is a middle school student,mary,prior,pretend,block0,0.05,8,low_prior,pretend
MC,15.522283333333334,32,13126,Hats are worn on the head,hat,projective,MC,block1,0.12,8,,MC
C,15.522283333333334,33,17880,Frank is allergic to cats,frank,projective,be_annoyed,block1,0.85,8,low_prior,be_annoyed
MC,15.522283333333334,34,7024,Many children like ice cream,kids,projective,MC,block1,0.14,8,,MC
C,15.522283333333334,35,9584,Josh is a 75-year old man,josh,projective,suggest,block1,0.12,8,low_prior,suggest
MC,15.522283333333334,36,7392,Garages are used to store cars and other things,garage,projective,MC,block1,0.11,8,,MC
C,15.522283333333334,37,10073,Emma is in law school,emma,projective,prove,block1,0.37,8,high_prior,prove
MC,15.522283333333334,38,7280,Pizza is sold at the pizzeria,pizza,projective,MC,block1,0.07,8,,MC
C,15.522283333333334,39,12119,Olivia has two small children,olivia,projective,see,block1,0.71,8,low_prior,see
C,15.522283333333334,40,43407,Julian is Cuban,julian,projective,inform,block1,0.84,8,high_prior,inform
C,15.522283333333334,41,32224,Isabella is a vegetarian,isabella,projective,think,block1,0.12,8,low_prior,think
C,15.522283333333334,42,10896,Mary is a middle school student,mary,projective,pretend,block1,0.03,8,low_prior,pretend
C,15.522283333333334,43,9127,Zoe is 5 years old,zoe,projective,announce,block1,0.42,8,low_prior,announce
C,15.522283333333334,44,9656,Josie doesn't have a passport,josie,projective,hear,block1,0.1,8,low_prior,hear
C,15.522283333333334,45,8272,Sophia is a high end fashion model,sophia,projective,confirm,block1,0.35,8,low_prior,confirm
C,15.522283333333334,46,6568,Owen lives in Chicago,owen,projective,acknowledge,block1,0.85,8,high_prior,acknowledge
C,15.522283333333334,47,8944,Jayden's car is in the shop,jayden,projective,confess,block1,0.53,8,high_prior,confess
C,15.522283333333334,48,9000,Emily has been saving for a year,emily,projective,establish,block1,0.41,8,high_prior,establish
C,15.522283333333334,49,9128,Mia is a college student,mia,projective,be_right,block1,0.08,8,high_prior,be_right
MC,15.522283333333334,50,6912,Muffins are sold at the bakery,muffins,projective,MC,block1,0.03,8,,MC
C,15.522283333333334,51,8304,Danny is a diabetic,danny,projective,reveal,block1,0.54,8,low_prior,reveal
MC,15.522283333333334,52,6969,Ballet is a type of dance,ballet,projective,MC,block1,0.07,8,,MC
C,15.522283333333334,53,7032,Jon lives 10 miles away from work,jon,projective,demonstrate,block1,0.34,8,low_prior,demonstrate
C,15.522283333333334,54,8552,Grace loves her sister,grace,projective,know,block1,0.71,8,high_prior,know
C,15.522283333333334,55,9888,Tony really likes to party with his friends,tony,projective,discover,block1,0.6,8,high_prior,discover
C,15.522283333333334,56,9392,Jackson is training for a marathon,jackson,projective,say,block1,0.18,8,high_prior,say
C,15.522283333333334,57,7232,Charley lives in Mexico,charley,projective,admit,block1,0.66,8,high_prior,admit
C,15.522283333333334,59,73398,Grace loves her sister,grace,ai,know,block2,0.96,8,high_prior,know
C,15.522283333333334,60,11360,Jackson is training for a marathon,jackson,ai,say,block2,0.4,8,high_prior,say
C,15.522283333333334,61,13032,Owen lives in Chicago,owen,ai,acknowledge,block2,0.02,8,high_prior,acknowledge
C,15.522283333333334,62,9640,Jayden's car is in the shop,jayden,ai,confess,block2,0.64,8,high_prior,confess
MC,15.522283333333334,63,8384,Garages are used to store cars and other things,garage,ai,MC,block2,1,8,,MC
C,15.522283333333334,64,6608,Olivia has two small children,olivia,ai,see,block2,0.54,8,low_prior,see
MC,15.522283333333334,65,7864,Many children like ice cream,kids,ai,MC,block2,1,8,,MC
C,15.522283333333334,66,8696,Emma is in law school,emma,ai,prove,block2,0.52,8,high_prior,prove
C,15.522283333333334,67,7559,Frank is allergic to cats,frank,ai,be_annoyed,block2,0.29,8,low_prior,be_annoyed
C,15.522283333333334,68,17937,Josie doesn't have a passport,josie,ai,hear,block2,0.34,8,low_prior,hear
C,15.522283333333334,69,8360,Emily has been saving for a year,emily,ai,establish,block2,0.44,8,high_prior,establish
MC,15.522283333333334,70,6543,Ballet is a type of dance,ballet,ai,MC,block2,0.99,8,,MC
C,15.522283333333334,71,6120,Danny is a diabetic,danny,ai,reveal,block2,0.38,8,low_prior,reveal
C,15.522283333333334,72,7615,Charley lives in Mexico,charley,ai,admit,block2,0.4,8,high_prior,admit
C,15.522283333333334,73,10337,Tony really likes to party with his friends,tony,ai,discover,block2,0.44,8,high_prior,discover
C,15.522283333333334,74,7399,Mia is a college student,mia,ai,be_right,block2,0.65,8,high_prior,be_right
C,15.522283333333334,75,6928,Josh is a 75-year old man,josh,ai,suggest,block2,0.47,8,low_prior,suggest
C,15.522283333333334,76,10279,Julian is Cuban,julian,ai,inform,block2,0.32,8,high_prior,inform
MC,15.522283333333334,77,10049,Pizza is sold at the pizzeria,pizza,ai,MC,block2,0.99,8,,MC
C,15.522283333333334,78,10391,Sophia is a high end fashion model,sophia,ai,confirm,block2,0.51,8,low_prior,confirm
C,15.522283333333334,79,6584,Zoe is 5 years old,zoe,ai,announce,block2,0.44,8,low_prior,announce
C,15.522283333333334,80,6944,Jon lives 10 miles away from work,jon,ai,demonstrate,block2,0.42,8,low_prior,demonstrate
MC,15.522283333333334,81,9872,Muffins are sold at the bakery,muffins,ai,MC,block2,0.99,8,,MC
C,15.522283333333334,82,5544,Isabella is a vegetarian,isabella,ai,think,block2,0.41,8,low_prior,think
MC,15.522283333333334,83,6008,Hats are worn on the head,hat,ai,MC,block2,0.98,8,,MC
C,15.522283333333334,84,6104,Mary is a middle school student,mary,ai,pretend,block2,0.26,8,low_prior,pretend
